la_name,year,filled_posts,employees,vacant_posts,vacancy_rate,fte_posts,la_code
Barking & Dagenham,2018,5300,4500,,,,E09000002
Barking & Dagenham,2019,6000,4800,,,,E09000002
Barking & Dagenham,2020,5900,4200,,,,E09000002
Barking & Dagenham,2021,5800,4400,,,,E09000002
Barking & Dagenham,2022,5600,4600,,,,E09000002
Barking & Dagenham,2023,6100,5500,1400.0,0.19874361181467373,4500.0,E09000002
Barnet,2016,9600,7300,375.0,0.05003966728133797,,E09000003
Barnet,2017,9000,7200,500.0,0.06684758238384066,,E09000003
Barnet,2018,9100,7400,500.0,0.06433329165553482,,E09000003
Barnet,2019,9000,7100,500.0,0.06752200203657086,,E09000003
Barnet,2020,9600,7400,650.0,0.08040144242239415,,E09000003
Barnet,2021,9100,7000,1000.0,0.12542168949363577,,E09000003
Barnet,2022,9400,7100,700.0,0.09121366333943955,,E09000003
Barnet,2023,10000,7500,550.0,0.06576234169827956,7700.0,E09000003
Bexley,2016,4600,4100,500.0,0.1115171834858693,2900.0,E09000004
Bexley,2017,4500,4100,600.0,0.12600866643903275,2900.0,E09000004
Bexley,2018,4800,4500,500.0,0.10455960227087828,3100.0,E09000004
Bexley,2019,5200,4800,600.0,0.10845427447855598,3100.0,E09000004
Bexley,2020,5300,4700,750.0,0.13943830800417417,3200.0,E09000004
Bexley,2021,5000,4700,,,3200.0,E09000004
Bexley,2022,4700,4300,850.0,0.16358836967298304,3200.0,E09000004
Bexley,2023,4800,4300,600.0,0.1218016454403288,3400.0,E09000004
Brent,2016,5600,5100,,,,E09000005
Brent,2017,5800,5200,,,3800.0,E09000005
Brent,2018,5600,5200,,,3700.0,E09000005
Brent,2019,5800,4900,,,3700.0,E09000005
Brent,2020,5700,4900,,,3700.0,E09000005
Brent,2021,5700,4200,,,3700.0,E09000005
Brent,2022,5800,4300,,,4000.0,E09000005
Brent,2023,6200,4700,1000.0,0.178467246509299,4200.0,E09000005
Bromley,2016,6600,5900,350.0,0.05539249052347089,,E09000006
Bromley,2017,6500,6000,250.0,0.0382770225703794,4800.0,E09000006
Bromley,2018,6700,6000,375.0,0.05774958629518888,4700.0,E09000006
Bromley,2019,6500,5800,200.0,0.03402540477915018,4300.0,E09000006
Bromley,2020,6700,6000,200.0,0.03316095944273627,4400.0,E09000006
Bromley,2021,6400,5900,475.0,0.07576213420637294,4400.0,E09000006
Bromley,2022,6600,5900,600.0,0.08924201355064763,4700.0,E09000006
Bromley,2023,6500,5400,500.0,0.08737652592041452,4600.0,E09000006
Camden,2016,5200,4200,,,,E09000007
Camden,2017,5200,4300,,,,E09000007
Camden,2018,5500,4900,,,,E09000007
Camden,2019,5300,4300,,,,E09000007
Camden,2020,5500,4000,,,,E09000007
Camden,2021,5100,4000,,,,E09000007
Camden,2022,5600,4100,,,,E09000007
Camden,2023,5600,4100,900.0,0.17923896504604547,4300.0,E09000007
Croydon,2016,10500,8600,650.0,0.06806605024523994,7300.0,E09000008
Croydon,2017,11000,9400,1000.0,0.09731331816290945,7800.0,E09000008
Croydon,2018,11500,9800,950.0,0.08989596863520044,7800.0,E09000008
Croydon,2019,12000,10000,1000.0,0.09112240939454615,8300.0,E09000008
Croydon,2020,12500,10000,1000.0,0.08852022223140772,8300.0,E09000008
Croydon,2021,11000,9400,1000.0,0.09872535761874063,7900.0,E09000008
Croydon,2022,11000,9200,1400.0,0.12916432787092386,7900.0,E09000008
Croydon,2023,11500,9900,1400.0,0.12420361646977908,8900.0,E09000008
Ealing,2016,5500,4800,,,,E09000009
Ealing,2017,6200,5800,,,4200.0,E09000009
Ealing,2018,6100,5700,,,4000.0,E09000009
Ealing,2019,6900,6600,,,4300.0,E09000009
Ealing,2020,7000,6600,,,4300.0,E09000009
Ealing,2021,5900,5000,,,3800.0,E09000009
Ealing,2022,5400,4600,,,3600.0,E09000009
Ealing,2023,6100,5000,900.0,0.15205294128060132,4400.0,E09000009
Enfield,2016,6700,6200,500.0,0.07465541890226393,4600.0,E09000010
Enfield,2017,7000,6300,550.0,0.08261208218079866,4700.0,E09000010
Enfield,2018,7600,6900,550.0,0.07649955138744732,4900.0,E09000010
Enfield,2019,8500,7300,500.0,0.06661954102984627,5400.0,E09000010
Enfield,2020,8700,7700,550.0,0.06782967567619484,5500.0,E09000010
Enfield,2021,8000,6800,1200.0,0.14782858613318875,5300.0,E09000010
Enfield,2022,8200,6800,,,5800.0,E09000010
Enfield,2023,8800,7800,1000.0,0.11575055972937542,6200.0,E09000010
Greenwich,2016,4200,3300,,,,E09000011
Greenwich,2017,4800,4400,,,,E09000011
Greenwich,2018,4500,4200,,,3100.0,E09000011
Greenwich,2019,4800,4500,,,3100.0,E09000011
Greenwich,2020,5100,4600,,,3300.0,E09000011
Greenwich,2021,4600,4100,,,3100.0,E09000011
Greenwich,2022,4600,4000,,,3100.0,E09000011
Greenwich,2023,5100,4400,400.0,0.08171485820441077,3500.0,E09000011
Hackney,2016,3100,2200,,,,E09000012
Hackney,2017,3300,2600,,,2100.0,E09000012
Hackney,2018,3500,3000,,,2100.0,E09000012
Hackney,2019,4000,3600,,,2500.0,E09000012
Hackney,2020,4100,3400,,,2400.0,E09000012
Hackney,2021,4200,3400,,,2600.0,E09000012
Hackney,2022,4500,3600,,,2800.0,E09000012
Hackney,2023,4900,3300,750.0,0.1898411265705834,3000.0,E09000012
Hammersmith & Fulham,2016,2500,2300,50.0,0.02197903787888064,1600.0,E09000013
Hammersmith & Fulham,2017,2300,2100,75.0,0.03102577200528735,1600.0,E09000013
Hammersmith & Fulham,2018,2300,2200,50.0,0.02794272302222669,1600.0,E09000013
Hammersmith & Fulham,2019,2600,2400,50.0,0.02470972071675373,1700.0,E09000013
Hammersmith & Fulham,2020,2900,2700,75.0,0.02628644617501645,1800.0,E09000013
Hammersmith & Fulham,2021,2700,2600,300.0,0.10232408949706195,,E09000013
Hammersmith & Fulham,2022,2800,2600,,,,E09000013
Hammersmith & Fulham,2023,2800,2600,250.0,0.0839961942704057,2000.0,E09000013
Haringey,2016,3300,2800,175.0,0.05515814708762665,2300.0,E09000014
Haringey,2017,3600,3300,225.0,0.06565713883995246,2600.0,E09000014
Haringey,2018,3500,2900,250.0,0.07616775272335677,,E09000014
Haringey,2019,3600,2800,175.0,0.06191998033363486,2400.0,E09000014
Haringey,2020,4000,3200,150.0,0.0482564875460142,2800.0,E09000014
Haringey,2021,3500,3200,300.0,0.0855565639775191,,E09000014
Haringey,2022,3400,3000,225.0,0.07092857529760367,,E09000014
Haringey,2023,3400,3200,250.0,0.07480158174045268,2500.0,E09000014
Harrow,2016,5300,4300,,,3500.0,E09000015
Harrow,2017,5900,5000,,,3900.0,E09000015
Harrow,2018,5300,4400,,,3600.0,E09000015
Harrow,2019,5000,4400,,,3200.0,E09000015
Harrow,2020,5600,4700,,,3600.0,E09000015
Harrow,2021,4800,4100,,,3200.0,E09000015
Harrow,2022,5300,4400,,,3700.0,E09000015
Harrow,2023,5800,5100,400.0,0.07208907283329365,4300.0,E09000015
Havering,2016,5000,4000,,,3300.0,E09000016
Havering,2017,5400,4500,425.0,0.08664958410545684,3600.0,E09000016
Havering,2018,5900,5200,,,3800.0,E09000016
Havering,2019,6300,5300,500.0,0.08991140016652799,4000.0,E09000016
Havering,2020,7100,6200,,,4400.0,E09000016
Havering,2021,6500,5600,700.0,0.10826743322498214,,E09000016
Havering,2022,6500,5700,700.0,0.1071597612060606,4200.0,E09000016
Havering,2023,6900,5800,475.0,0.07566383152783365,4700.0,E09000016
Hillingdon,2016,4500,4100,325.0,0.07341058734466115,3200.0,E09000017
Hillingdon,2017,4900,4300,,,3600.0,E09000017
Hillingdon,2018,5200,4400,425.0,0.08794921024059911,3600.0,E09000017
Hillingdon,2019,5200,4100,475.0,0.10388289274213998,3600.0,E09000017
Hillingdon,2020,5200,4300,450.0,0.09586617652548514,3400.0,E09000017
Hillingdon,2021,4700,4000,700.0,0.14515213747551192,3200.0,E09000017
Hillingdon,2022,4900,4000,700.0,0.15022644569580462,3500.0,E09000017
Hillingdon,2023,5300,4600,650.0,0.12829905678279355,3900.0,E09000017
Hounslow,2016,4000,3800,,,2400.0,E09000018
Hounslow,2017,3600,3400,600.0,0.14417017692725936,2200.0,E09000018
Hounslow,2018,3800,3600,600.0,0.14600956597710918,2300.0,E09000018
Hounslow,2019,3800,3700,600.0,0.14576001686469822,2300.0,E09000018
Hounslow,2020,4100,3700,750.0,0.1665414942287009,2500.0,E09000018
Hounslow,2021,4300,3900,1000.0,0.20528377206066117,2700.0,E09000018
Hounslow,2022,4400,4200,850.0,0.16541629984612027,2600.0,E09000018
Hounslow,2023,5100,4700,950.0,0.16865315181098553,3300.0,E09000018
Islington,2016,5300,4800,,,,E09000019
Islington,2017,5200,4800,250.0,0.050275788126359,,E09000019
Islington,2018,4900,4400,200.0,0.0408754237895069,,E09000019
Islington,2019,5000,4400,275.0,0.06023219142562951,,E09000019
Islington,2020,5900,5200,125.0,0.02407298885531432,,E09000019
Islington,2021,5600,5100,375.0,0.06688391417315465,,E09000019
Islington,2022,5700,4900,275.0,0.05171322729798583,,E09000019
Islington,2023,5800,4400,325.0,0.06646024742473072,3900.0,E09000019
Kensington & Chelsea,2016,2400,2100,,,1700.0,E09000020
Kensington & Chelsea,2017,2400,2100,,,1700.0,E09000020
Kensington & Chelsea,2018,2600,2400,,,1800.0,E09000020
Kensington & Chelsea,2019,2700,2600,200.0,0.068751976674992,,E09000020
Kensington & Chelsea,2020,2500,2500,,,,E09000020
Kensington & Chelsea,2021,2200,2000,,,,E09000020
Kensington & Chelsea,2022,2100,1900,250.0,0.11454618020200905,,E09000020
Kensington & Chelsea,2023,2100,2000,175.0,0.08072352276787721,,E09000020
Kingston upon Thames,2016,3400,3100,,,,E09000021
Kingston upon Thames,2017,3600,3300,400.0,0.11020593007363746,,E09000021
Kingston upon Thames,2018,3400,3200,475.0,0.127535402474894,,E09000021
Kingston upon Thames,2019,3700,3400,475.0,0.12040994576720848,,E09000021
Kingston upon Thames,2020,4100,3900,,,,E09000021
Kingston upon Thames,2021,4200,3900,800.0,0.1728616551470933,,E09000021
Kingston upon Thames,2022,4100,3700,,,,E09000021
Kingston upon Thames,2023,4200,3700,400.0,0.0965887743011197,3100.0,E09000021
Lambeth,2016,6700,6200,,,,E09000022
Lambeth,2017,7100,6600,350.0,0.05006893709110234,,E09000022
Lambeth,2018,8200,7600,450.0,0.05565694327756288,,E09000022
Lambeth,2019,8000,7400,350.0,0.04408013748321284,,E09000022
Lambeth,2020,8200,6700,275.0,0.03950011634195309,,E09000022
Lambeth,2021,6500,5900,700.0,0.10838266673668938,,E09000022
Lambeth,2022,6200,5400,475.0,0.08033921719585575,,E09000022
Lambeth,2023,6200,5600,275.0,0.04758047527012551,4600.0,E09000022
Lewisham,2016,6600,4700,,,4300.0,E09000023
Lewisham,2017,5500,4600,,,3600.0,E09000023
Lewisham,2018,5400,4100,,,3500.0,E09000023
Lewisham,2019,5200,4300,,,3500.0,E09000023
Lewisham,2020,5600,4800,,,3700.0,E09000023
Lewisham,2021,5700,4700,,,3600.0,E09000023
Lewisham,2022,5500,4700,,,3700.0,E09000023
Lewisham,2023,5600,4500,300.0,0.06314866294532796,4100.0,E09000023
Merton,2016,4300,3900,,,2700.0,E09000024
Merton,2017,4400,4100,550.0,0.11684380260776467,2700.0,E09000024
Merton,2018,4100,3900,500.0,0.11343311534765532,2600.0,E09000024
Merton,2019,4100,3800,425.0,0.10234718156928412,2500.0,E09000024
Merton,2020,3900,3600,,,2500.0,E09000024
Merton,2021,4000,2900,,,2600.0,E09000024
Merton,2022,4100,3000,500.0,0.14896113097025515,2700.0,E09000024
Merton,2023,4000,3100,400.0,0.1177574646332858,2700.0,E09000024
Newham,2016,4300,3700,,,2600.0,E09000025
Newham,2017,4400,3900,,,2700.0,E09000025
Newham,2018,4200,3800,,,2600.0,E09000025
Newham,2019,4500,4200,,,2900.0,E09000025
Newham,2020,4600,3700,,,2900.0,E09000025
Newham,2021,4800,3700,,,3000.0,E09000025
Newham,2022,5100,3700,,,3200.0,E09000025
Newham,2023,5100,3500,800.0,0.18483938362515795,3500.0,E09000025
Redbridge,2016,7000,6300,600.0,0.08918902837379201,4200.0,E09000026
Redbridge,2017,7200,6600,800.0,0.10722702913504001,4300.0,E09000026
Redbridge,2018,6800,6100,850.0,0.1204128908634096,4000.0,E09000026
Redbridge,2019,7400,6700,850.0,0.1133436407471624,4200.0,E09000026
Redbridge,2020,7600,6900,700.0,0.09049533051880765,4300.0,E09000026
Redbridge,2021,6700,6200,900.0,0.1268192665457053,4100.0,E09000026
Redbridge,2022,6800,6200,,,4300.0,E09000026
Redbridge,2023,7400,6800,550.0,0.0759378782508946,4800.0,E09000026
Richmond upon Thames,2016,2800,2500,,,2000.0,E09000027
Richmond upon Thames,2017,3100,2900,,,2200.0,E09000027
Richmond upon Thames,2018,3300,3000,350.0,0.10408869892856142,2300.0,E09000027
Richmond upon Thames,2019,3300,3000,175.0,0.05297931787276951,2200.0,E09000027
Richmond upon Thames,2020,3600,3300,300.0,0.0836463615073941,2400.0,E09000027
Richmond upon Thames,2021,3400,3000,275.0,0.08635442512170484,2300.0,E09000027
Richmond upon Thames,2022,3200,3000,300.0,0.09451491998844334,2400.0,E09000027
Richmond upon Thames,2023,3200,2900,200.0,0.0655253543378904,2400.0,E09000027
Southwark,2016,4300,4000,200.0,0.04796383306681464,2600.0,E09000028
Southwark,2017,4600,4000,250.0,0.05997423135873455,3000.0,E09000028
Southwark,2018,4700,4400,,,3100.0,E09000028
Southwark,2019,4500,4000,350.0,0.07874667410686752,2900.0,E09000028
Southwark,2020,4600,4100,,,3000.0,E09000028
Southwark,2021,4900,3800,550.0,0.12467910276071693,3300.0,E09000028
Southwark,2022,5100,4100,475.0,0.10271592792897152,3600.0,E09000028
Southwark,2023,5700,4600,400.0,0.07840300837359694,4000.0,E09000028
Sutton,2016,4700,4500,,,3200.0,E09000029
Sutton,2017,4700,4300,,,3300.0,E09000029
Sutton,2018,4800,4500,,,3200.0,E09000029
Sutton,2019,5300,4900,,,3500.0,E09000029
Sutton,2020,5400,4900,,,3600.0,E09000029
Sutton,2021,5000,4500,,,3400.0,E09000029
Sutton,2022,4900,4400,,,3400.0,E09000029
Sutton,2023,5000,4500,750.0,0.1453270269022456,3600.0,E09000029
Tower Hamlets,2016,4800,4400,350.0,0.07225585161621224,2800.0,E09000030
Tower Hamlets,2017,5400,4900,325.0,0.06096033515147113,3300.0,E09000030
Tower Hamlets,2018,5400,5000,175.0,0.03569283486566852,3300.0,E09000030
Tower Hamlets,2019,6300,5800,325.0,0.05382638193121494,3500.0,E09000030
Tower Hamlets,2020,6100,5600,400.0,0.06822702268819669,3500.0,E09000030
Tower Hamlets,2021,6400,5200,550.0,0.09478031416818294,4100.0,E09000030
Tower Hamlets,2022,6300,5200,550.0,0.09781824875231708,3800.0,E09000030
Tower Hamlets,2023,6300,5600,375.0,0.06328171787944861,4200.0,E09000030
Waltham Forest,2016,4000,3600,,,2800.0,E09000031
Waltham Forest,2017,4100,3700,,,2900.0,E09000031
Waltham Forest,2018,3700,3300,,,2700.0,E09000031
Waltham Forest,2019,3800,3300,,,2800.0,E09000031
Waltham Forest,2020,4000,3500,,,2900.0,E09000031
Waltham Forest,2021,4100,3300,,,2900.0,E09000031
Waltham Forest,2022,4100,3400,,,3000.0,E09000031
Waltham Forest,2023,4300,3600,550.0,0.12994758529316147,3200.0,E09000031
Wandsworth,2016,4700,4300,225.0,0.05156655269529173,3500.0,E09000032
Wandsworth,2017,5200,4600,225.0,0.04733598347208753,3900.0,E09000032
Wandsworth,2018,5100,4600,,,3800.0,E09000032
Wandsworth,2019,4700,4400,250.0,0.05488646407167855,3400.0,E09000032
Wandsworth,2020,4900,4400,375.0,0.07763017058691248,3600.0,E09000032
Wandsworth,2021,4600,4200,450.0,0.0976662087305999,3500.0,E09000032
Wandsworth,2022,5000,4300,500.0,0.10628821536960051,3800.0,E09000032
Wandsworth,2023,5400,4700,425.0,0.08544475693670842,4200.0,E09000032
Westminster,2016,4600,4400,,,3400.0,E09000033
Westminster,2017,5000,4600,,,3800.0,E09000033
Westminster,2018,5000,4500,,,3700.0,E09000033
Westminster,2019,5300,4900,,,3800.0,E09000033
Westminster,2020,5600,5100,,,4200.0,E09000033
Westminster,2021,5300,4900,,,4000.0,E09000033
Westminster,2022,5400,5000,,,4200.0,E09000033
Westminster,2023,5900,5000,400.0,0.07535080650900593,4500.0,E09000033
Cambridgeshire,2016,11000,10000,700.0,0.06434424001821833,7900.0,E10000003
Cambridgeshire,2017,11500,10500,650.0,0.06037854294976589,8300.0,E10000003
Cambridgeshire,2018,11500,10500,850.0,0.0751977540252443,8700.0,E10000003
Cambridgeshire,2019,12000,11000,800.0,0.06918140461108024,9000.0,E10000003
Cambridgeshire,2020,12500,12000,850.0,0.06679690944216228,9600.0,E10000003
Cambridgeshire,2021,11500,11000,1200.0,0.10095840072204898,8600.0,E10000003
Cambridgeshire,2022,12000,11000,1300.0,0.10234429703451936,8900.0,E10000003
Cambridgeshire,2023,13500,12500,1100.0,0.0795456577384109,10500.0,E10000003
Derbyshire,2016,17000,16000,850.0,0.05121867521199285,12000.0,E10000007
Derbyshire,2017,17000,16000,1000.0,0.05773315403157022,12000.0,E10000007
Derbyshire,2018,16500,15500,1200.0,0.07220752740027207,11500.0,E10000007
Derbyshire,2019,17000,16000,1000.0,0.05905927582812724,12000.0,E10000007
Derbyshire,2020,18000,16500,950.0,0.05387598743927111,12500.0,E10000007
Derbyshire,2021,16500,15500,1500.0,0.08751556433798816,12000.0,E10000007
Derbyshire,2022,16500,15500,1300.0,0.07664613701213352,12000.0,E10000007
Derbyshire,2023,17000,16000,1000.0,0.06120728457369245,12500.0,E10000007
Devon,2016,21500,20500,1200.0,0.05723957957310436,15500.0,E10000008
Devon,2017,21000,20000,1100.0,0.05135848577909458,15000.0,E10000008
Devon,2018,20500,19500,1500.0,0.07012443441656917,15000.0,E10000008
Devon,2019,20500,19000,1500.0,0.07302110070984179,15000.0,E10000008
Devon,2020,21500,19500,1400.0,0.06823895250610815,15500.0,E10000008
Devon,2021,20000,18500,2000.0,0.09904747003395727,14500.0,E10000008
Devon,2022,19500,18000,1900.0,0.09359468147978003,14500.0,E10000008
Devon,2023,20000,18500,1400.0,0.0721252864598337,15000.0,E10000008
East Sussex,2016,17000,16000,950.0,0.05707317259857774,12500.0,E10000011
East Sussex,2017,17500,16500,950.0,0.05527287695948243,13000.0,E10000011
East Sussex,2018,16500,16000,1100.0,0.06610903669682286,12500.0,E10000011
East Sussex,2019,16000,14500,1000.0,0.06311450308395296,11500.0,E10000011
East Sussex,2020,16000,15000,700.0,0.04541104923197553,11500.0,E10000011
East Sussex,2021,15000,14000,1400.0,0.09017420720185498,11000.0,E10000011
East Sussex,2022,15500,14000,1100.0,0.0747356524970835,11500.0,E10000011
East Sussex,2023,16000,14500,950.0,0.05955424225864903,12000.0,E10000011
Essex,2016,31000,28000,1900.0,0.06331162546958022,22500.0,E10000012
Essex,2017,31000,29000,2400.0,0.07634544414917976,23000.0,E10000012
Essex,2018,33000,30000,2500.0,0.07606279215537057,24000.0,E10000012
Essex,2019,32000,29000,2500.0,0.07796304711911801,23000.0,E10000012
Essex,2020,33000,30000,3100.0,0.09348215472383582,24000.0,E10000012
Essex,2021,31000,28000,4000.0,0.12516254641371746,22000.0,E10000012
Essex,2022,32000,29000,3600.0,0.11045035632651042,23500.0,E10000012
Essex,2023,33000,30000,3500.0,0.10368605710228107,25000.0,E10000012
Gloucestershire,2016,16500,15000,1200.0,0.07617644017486823,12500.0,E10000013
Gloucestershire,2017,17000,15500,1000.0,0.0625049400188783,13000.0,E10000013
Gloucestershire,2018,17500,15500,1100.0,0.06813135637433233,13000.0,E10000013
Gloucestershire,2019,17500,16000,900.0,0.05331314608074373,13500.0,E10000013
Gloucestershire,2020,18000,16000,1200.0,0.0677917845639215,13500.0,E10000013
Gloucestershire,2021,17500,15500,1700.0,0.09916612127996396,13000.0,E10000013
Gloucestershire,2022,18000,16000,1700.0,0.09653478483482124,13500.0,E10000013
Gloucestershire,2023,18500,16500,1200.0,0.06717519953072047,14000.0,E10000013
Hampshire,2016,29000,27000,1900.0,0.06753775297240583,21500.0,E10000014
Hampshire,2017,30000,27000,2200.0,0.07364669775198672,22000.0,E10000014
Hampshire,2018,31000,28000,2900.0,0.09485014110383408,22000.0,E10000014
Hampshire,2019,31000,28000,3500.0,0.10993871751659305,22000.0,E10000014
Hampshire,2020,31000,29000,2800.0,0.0891892880018582,23000.0,E10000014
Hampshire,2021,30000,27000,3400.0,0.11096290085399045,22500.0,E10000014
Hampshire,2022,31000,28000,3500.0,0.109657784666985,23500.0,E10000014
Hampshire,2023,34000,30000,2900.0,0.08696910998189494,26000.0,E10000014
Hertfordshire,2016,24500,22000,2000.0,0.08344355573726592,17000.0,E10000015
Hertfordshire,2017,26000,23500,2000.0,0.07753147969451733,17500.0,E10000015
Hertfordshire,2018,26000,24500,2100.0,0.07870139580627894,18000.0,E10000015
Hertfordshire,2019,27000,25000,2000.0,0.07481929809849013,19000.0,E10000015
Hertfordshire,2020,27000,25000,2500.0,0.09115141222164225,19000.0,E10000015
Hertfordshire,2021,27000,25000,3100.0,0.1111890092111932,19500.0,E10000015
Hertfordshire,2022,29000,26000,2600.0,0.09065801917424261,21000.0,E10000015
Hertfordshire,2023,30000,27000,1700.0,0.05836307041227051,23000.0,E10000015
Kent,2016,34000,32000,1600.0,0.04837980714986016,24500.0,E10000016
Kent,2017,35000,33000,2200.0,0.06297861498947485,26000.0,E10000016
Kent,2018,36000,34000,2800.0,0.07568909373153992,26000.0,E10000016
Kent,2019,37000,34000,2800.0,0.07474395198141749,27000.0,E10000016
Kent,2020,38000,34000,2300.0,0.06308218489541237,28000.0,E10000016
Kent,2021,35000,31000,3800.0,0.10787629021924972,26000.0,E10000016
Kent,2022,37000,33000,3800.0,0.1017977604610464,28000.0,E10000016
Kent,2023,39000,35000,3000.0,0.07930549961005509,30000.0,E10000016
Lancashire,2016,31000,28000,1800.0,0.06232272840210801,22500.0,E10000017
Lancashire,2017,31000,28000,2000.0,0.06521521685175614,22500.0,E10000017
Lancashire,2018,31000,29000,2500.0,0.07861609864123208,23000.0,E10000017
Lancashire,2019,31000,29000,2200.0,0.07055891296441015,23000.0,E10000017
Lancashire,2020,32000,30000,2500.0,0.07672487086999295,23500.0,E10000017
Lancashire,2021,32000,29000,2700.0,0.08334012978183727,23500.0,E10000017
Lancashire,2022,31000,29000,2400.0,0.07533579398937915,23500.0,E10000017
Lancashire,2023,33000,30000,2300.0,0.07175892251387263,25000.0,E10000017
Leicestershire,2016,13000,12000,950.0,0.07407312120668062,9100.0,E10000018
Leicestershire,2017,13500,12500,,,9300.0,E10000018
Leicestershire,2018,13500,13000,1100.0,0.0795859882181217,9500.0,E10000018
Leicestershire,2019,14000,13000,900.0,0.06204441957980908,9700.0,E10000018
Leicestershire,2020,15000,14500,700.0,0.04662539440250527,10500.0,E10000018
Leicestershire,2021,14500,13500,1200.0,0.08009860080650805,10000.0,E10000018
Leicestershire,2022,14000,13000,1200.0,0.08486221029336796,10500.0,E10000018
Leicestershire,2023,15000,13500,1100.0,0.07407678338444426,11000.0,E10000018
Lincolnshire,2016,18500,17000,1700.0,0.09160027882691996,13500.0,E10000019
Lincolnshire,2017,20000,18500,1800.0,0.08964222629377633,14500.0,E10000019
Lincolnshire,2018,19000,17500,1300.0,0.06725691632005387,14000.0,E10000019
Lincolnshire,2019,19000,17500,1000.0,0.05609743405369837,14000.0,E10000019
Lincolnshire,2020,20500,18000,1300.0,0.06602244758266763,15000.0,E10000019
Lincolnshire,2021,19500,17500,2100.0,0.10718976466052214,14500.0,E10000019
Lincolnshire,2022,20500,18000,2000.0,0.10086013315742419,15500.0,E10000019
Lincolnshire,2023,21500,19000,1800.0,0.0842523080020179,16500.0,E10000019
Norfolk,2016,21500,20500,1600.0,0.07218984927894892,15500.0,E10000020
Norfolk,2017,21500,20500,1500.0,0.06693497925212842,15500.0,E10000020
Norfolk,2018,21000,20000,1500.0,0.0697575785071219,15000.0,E10000020
Norfolk,2019,21000,19500,1200.0,0.05948624542007412,15000.0,E10000020
Norfolk,2020,21000,20000,1300.0,0.06337313224064435,15500.0,E10000020
Norfolk,2021,20000,18500,1800.0,0.08992936576648515,14500.0,E10000020
Norfolk,2022,20500,19000,2200.0,0.10092347869862325,15500.0,E10000020
Norfolk,2023,21000,19500,1800.0,0.08532566238649467,16000.0,E10000020
Nottinghamshire,2016,19000,18000,700.0,0.03827405836489945,14500.0,E10000024
Nottinghamshire,2017,19500,18000,1300.0,0.06723987599738461,14500.0,E10000024
Nottinghamshire,2018,20000,18500,1200.0,0.06252995019810073,14500.0,E10000024
Nottinghamshire,2019,20500,19000,1200.0,0.05858497885100476,15000.0,E10000024
Nottinghamshire,2020,21500,20000,1100.0,0.05215180239010992,16000.0,E10000024
Nottinghamshire,2021,21000,19500,2000.0,0.09451289380865378,16000.0,E10000024
Nottinghamshire,2022,21500,19500,2200.0,0.10103207525002682,16500.0,E10000024
Nottinghamshire,2023,23000,21000,1700.0,0.07527668123961882,17500.0,E10000024
Oxfordshire,2016,13500,12500,800.0,0.06089170783070273,10000.0,E10000025
Oxfordshire,2017,14000,13000,950.0,0.06898761438771729,10500.0,E10000025
Oxfordshire,2018,14000,13000,1000.0,0.07352142531612556,10500.0,E10000025
Oxfordshire,2019,15000,13500,1400.0,0.09351692841075569,11000.0,E10000025
Oxfordshire,2020,15000,13500,1000.0,0.06903399496875114,11000.0,E10000025
Oxfordshire,2021,14500,13000,1700.0,0.11664650269236644,10500.0,E10000025
Oxfordshire,2022,14500,13000,,,11000.0,E10000025
Oxfordshire,2023,15500,13500,1600.0,0.10140431815943096,12000.0,E10000025
Staffordshire,2016,17500,16500,1100.0,0.06130230853206548,13000.0,E10000028
Staffordshire,2017,18000,17000,1200.0,0.0643729029385259,13000.0,E10000028
Staffordshire,2018,17500,16500,1500.0,0.07996874968200672,13000.0,E10000028
Staffordshire,2019,17500,17000,1400.0,0.07891947336640162,13000.0,E10000028
Staffordshire,2020,18500,17500,1200.0,0.06620314156494264,13500.0,E10000028
Staffordshire,2021,17000,16500,1900.0,0.10218356779072302,13000.0,E10000028
Staffordshire,2022,18000,16000,1900.0,0.10369959973123652,13500.0,E10000028
Staffordshire,2023,19000,17500,1900.0,0.09696779173306552,14000.0,E10000028
Suffolk,2016,18500,17000,1000.0,0.05548729392718172,13000.0,E10000029
Suffolk,2017,19500,17500,1400.0,0.07218807780605352,14000.0,E10000029
Suffolk,2018,19000,17500,1400.0,0.07437991488538791,13500.0,E10000029
Suffolk,2019,19000,17000,1100.0,0.06039320389495143,13500.0,E10000029
Suffolk,2020,19500,17500,1300.0,0.06829556531109093,14000.0,E10000029
Suffolk,2021,18500,17000,2300.0,0.1197129214556323,13500.0,E10000029
Suffolk,2022,20000,18000,1800.0,0.08826535454621116,14500.0,E10000029
Suffolk,2023,20000,18500,1600.0,0.07838792315387981,15000.0,E10000029
Surrey,2016,29000,26000,2300.0,0.08413709849581599,21500.0,E10000030
Surrey,2017,29000,26000,2400.0,0.08445046472025787,22000.0,E10000030
Surrey,2018,30000,27000,2700.0,0.09163285253679941,22500.0,E10000030
Surrey,2019,30000,27000,2700.0,0.09105287601481193,23000.0,E10000030
Surrey,2020,31000,27000,2500.0,0.08322952148509194,23500.0,E10000030
Surrey,2021,30000,27000,3400.0,0.11469555996435463,23000.0,E10000030
Surrey,2022,30000,27000,3300.0,0.11197396384499755,23500.0,E10000030
Surrey,2023,31000,28000,3200.0,0.1022455335725594,24500.0,E10000030
