la_name,year,filled_posts,employees,vacant_posts,vacancy_rate,fte_posts,la_code
Cheshire West & Chester,2017,7500,6900,700.0,0.09382731112294493,5200.0,E06000050
Cheshire West & Chester,2018,7800,7300,550.0,0.06756896487899797,5500.0,E06000050
Cheshire West & Chester,2019,8300,7700,500.0,0.06083014598615822,6000.0,E06000050
Cheshire West & Chester,2020,8400,7700,350.0,0.04432005199700653,6100.0,E06000050
Cheshire West & Chester,2021,8700,8000,850.0,0.09814305582117812,6400.0,E06000050
Cheshire West & Chester,2022,8200,7700,750.0,0.09056750286572324,6500.0,E06000050
Cheshire West & Chester,2023,8700,8000,650.0,0.07526037343318219,6900.0,E06000050
Shropshire,2016,9200,8800,550.0,0.0589145134702399,6800.0,E06000051
Shropshire,2017,8800,8400,500.0,0.05793916843174729,6400.0,E06000051
Shropshire,2018,8800,8400,650.0,0.07391112902245879,6400.0,E06000051
Shropshire,2019,9200,8700,700.0,0.07325762305503271,6600.0,E06000051
Shropshire,2020,9300,8600,475.0,0.0523368752993394,6800.0,E06000051
Shropshire,2021,9100,8600,1100.0,0.11007842713909193,6700.0,E06000051
Shropshire,2022,9400,8600,850.0,0.0926830996978228,7000.0,E06000051
Shropshire,2023,9300,8400,475.0,0.05435588228721967,7100.0,E06000051
Cornwall and Isles of Scilly,2016,15000,14000,900.0,0.06169950055347968,11000.0,E06000052
Cornwall and Isles of Scilly,2017,14500,14000,1000.0,0.06895076683676274,11000.0,E06000052
Cornwall and Isles of Scilly,2018,14500,13500,1200.0,0.08059148214267405,10500.0,E06000052
Cornwall and Isles of Scilly,2019,14500,13500,1100.0,0.07462520890473853,10500.0,E06000052
Cornwall and Isles of Scilly,2020,15000,14000,1100.0,0.07444634677865115,11000.0,E06000052
Cornwall and Isles of Scilly,2021,14000,13000,1500.0,0.10562695376464148,10500.0,E06000052
Cornwall and Isles of Scilly,2022,14000,13000,1600.0,0.11212372198178185,10500.0,E06000052
Cornwall and Isles of Scilly,2023,14500,13500,1300.0,0.08568113650347448,11000.0,E06000052
Wiltshire,2016,12000,11000,500.0,0.04297451766819799,8700.0,E06000054
Wiltshire,2017,12500,11500,800.0,0.06562877705764193,8800.0,E06000054
Wiltshire,2018,12000,11000,850.0,0.07300515752185553,8600.0,E06000054
Wiltshire,2019,11500,10500,850.0,0.07288630787380125,8300.0,E06000054
Wiltshire,2020,12500,11000,750.0,0.06391486133207791,8700.0,E06000054
Wiltshire,2021,11500,10500,1500.0,0.12647394751282443,8300.0,E06000054
Wiltshire,2022,11500,10000,1300.0,0.11247249008242341,8400.0,E06000054
Wiltshire,2023,12000,11000,1000.0,0.08363876542637524,9300.0,E06000054
Bedford,2016,4400,3900,475.0,0.10702287703370218,3300.0,E06000055
Bedford,2017,4600,4200,650.0,0.13248573756580795,3400.0,E06000055
Bedford,2018,4000,3600,500.0,0.12272413547646789,2900.0,E06000055
Bedford,2019,4300,3900,475.0,0.10860767473007273,3300.0,E06000055
Bedford,2020,4700,4400,600.0,0.12141667170230967,3600.0,E06000055
Bedford,2021,4400,4100,750.0,0.1521149574774165,3400.0,E06000055
Bedford,2022,4600,4200,750.0,0.1523509192948556,3600.0,E06000055
Bedford,2023,4500,4100,500.0,0.10571167533849382,3400.0,E06000055
Central Bedfordshire,2016,4000,3700,275.0,0.07148413700118192,,E06000056
Central Bedfordshire,2017,4000,3700,300.0,0.07742549875822427,,E06000056
Central Bedfordshire,2018,3700,3500,300.0,0.0766954022322869,,E06000056
Central Bedfordshire,2019,3900,3600,350.0,0.08537366059837465,,E06000056
Central Bedfordshire,2020,4000,3700,300.0,0.07233288887616979,,E06000056
Central Bedfordshire,2021,4000,3700,475.0,0.11669430514242661,,E06000056
Central Bedfordshire,2022,4200,3800,450.0,0.10879081663894469,,E06000056
Central Bedfordshire,2023,4200,3900,275.0,0.06616752781026572,3300.0,E06000056
Northumberland,2016,8000,7500,400.0,0.04926528156613503,5800.0,E06000057
Northumberland,2017,7800,7100,375.0,0.05121229727320872,5400.0,E06000057
Northumberland,2018,7800,7400,500.0,0.06569254726528921,5400.0,E06000057
Northumberland,2019,7800,7400,600.0,0.07647983054614325,5600.0,E06000057
Northumberland,2020,8200,7800,600.0,0.07415934077975932,6000.0,E06000057
Northumberland,2021,7700,7400,800.0,0.0987393336903648,5800.0,E06000057
Northumberland,2022,7200,6800,500.0,0.0672515823600394,5600.0,E06000057
Northumberland,2023,7600,7100,450.0,0.05951406049672966,6000.0,E06000057
Buckinghamshire,2016,10500,9200,650.0,0.06548739427114851,7300.0,E06000060
Buckinghamshire,2017,10500,9200,700.0,0.07121053292449758,7400.0,E06000060
Buckinghamshire,2018,10500,9200,700.0,0.07252039074731861,7300.0,E06000060
Buckinghamshire,2019,10500,9000,900.0,0.0903199858639013,7500.0,E06000060
Buckinghamshire,2020,11500,9600,700.0,0.06671743238836991,8000.0,E06000060
Buckinghamshire,2021,11000,9200,1000.0,0.10228515457130798,7700.0,E06000060
Buckinghamshire,2022,11000,9100,950.0,0.09477862050751205,7800.0,E06000060
Buckinghamshire,2023,11500,10000,1000.0,0.08954563940366417,8600.0,E06000060
North Yorkshire,2016,14500,13500,650.0,0.04640062959941482,10500.0,E06000065
North Yorkshire,2017,14500,13500,800.0,0.05470436726847359,10500.0,E06000065
North Yorkshire,2018,15000,14000,1100.0,0.07136084454422364,11000.0,E06000065
North Yorkshire,2019,16000,15000,1000.0,0.06360201670781723,11500.0,E06000065
North Yorkshire,2020,15500,14500,900.0,0.05667333242030966,11500.0,E06000065
North Yorkshire,2021,15000,14000,1500.0,0.09695976456053511,11000.0,E06000065
North Yorkshire,2022,15000,14500,1400.0,0.0917381796491846,11500.0,E06000065
North Yorkshire,2023,15000,14000,950.0,0.06325079140569476,11500.0,E06000065
Somerset,2016,15500,14500,700.0,0.04399911109280375,11500.0,E06000066
Somerset,2017,16000,15000,950.0,0.05842182551507408,11000.0,E06000066
Somerset,2018,15000,14500,1100.0,0.07337874847171598,10500.0,E06000066
Somerset,2019,15000,14500,900.0,0.05931760703684858,10500.0,E06000066
Somerset,2020,15500,14500,950.0,0.06087824835635352,11000.0,E06000066
Somerset,2021,14500,13500,1200.0,0.08378823387245601,10500.0,E06000066
Somerset,2022,14000,13000,1000.0,0.0730604818584659,10500.0,E06000066
Somerset,2023,15500,14500,1300.0,0.08253427712072878,12000.0,E06000066
Bolton,2016,4700,4000,150.0,0.03325848565661684,3300.0,E08000001
Bolton,2017,5100,4500,225.0,0.04511040030251502,3600.0,E08000001
Bolton,2018,5300,4600,275.0,0.05768355597346766,3600.0,E08000001
Bolton,2019,5700,5100,250.0,0.04794921231758438,3800.0,E08000001
Bolton,2020,6100,5600,275.0,0.04546818551722148,4200.0,E08000001
Bolton,2021,6300,5900,550.0,0.08763925927662562,4300.0,E08000001
Bolton,2022,6000,5600,550.0,0.08543852272865843,4200.0,E08000001
Bolton,2023,6900,6100,550.0,0.08128391822595156,5100.0,E08000001
Bury,2016,4100,3800,250.0,0.06236172642110116,3000.0,E08000002
Bury,2017,4100,3700,275.0,0.0656284192081179,3100.0,E08000002
Bury,2018,4600,4200,275.0,0.06311503259127321,3300.0,E08000002
Bury,2019,4600,4200,200.0,0.04761357603919637,3400.0,E08000002
Bury,2020,4800,4400,425.0,0.08925779604806719,3500.0,E08000002
Bury,2021,5000,4500,550.0,0.10582319979749101,3600.0,E08000002
Bury,2022,4600,4200,650.0,0.1289194917298419,3400.0,E08000002
Bury,2023,4500,4200,400.0,0.08770017989060672,3400.0,E08000002
Manchester,2016,8400,7000,250.0,0.03338275757703714,6100.0,E08000003
Manchester,2017,8400,7200,475.0,0.06064486070334054,6100.0,E08000003
Manchester,2018,9100,8100,500.0,0.05708451573648392,6500.0,E08000003
Manchester,2019,8400,7500,325.0,0.04186025234557605,6300.0,E08000003
Manchester,2020,9100,8100,500.0,0.05880941476577237,6800.0,E08000003
Manchester,2021,8600,7800,800.0,0.09177548953392899,6400.0,E08000003
Manchester,2022,9200,8300,950.0,0.10325039491094187,7000.0,E08000003
Manchester,2023,9900,8500,850.0,0.09150518868202481,7600.0,E08000003
Oldham,2016,4900,4400,225.0,0.05013063738722953,3500.0,E08000004
Oldham,2017,4900,4600,325.0,0.06419389495571728,3500.0,E08000004
Oldham,2018,5200,5000,275.0,0.05398185176874337,3800.0,E08000004
Oldham,2019,5600,5400,300.0,0.0530988965121159,4100.0,E08000004
Oldham,2020,5300,4900,200.0,0.04012477997738612,3900.0,E08000004
Oldham,2021,5400,5000,425.0,0.07825654508601297,4100.0,E08000004
Oldham,2022,5600,5200,275.0,0.05193186727976508,4300.0,E08000004
Oldham,2023,6100,5500,250.0,0.04207395049824127,4700.0,E08000004
Rochdale,2016,4700,4400,175.0,0.03960826508762296,3400.0,E08000005
Rochdale,2017,4700,4500,250.0,0.05139854495957431,3300.0,E08000005
Rochdale,2018,5100,4600,200.0,0.04134858708217203,3700.0,E08000005
Rochdale,2019,4800,4400,225.0,0.04847873733495455,3500.0,E08000005
Rochdale,2020,4600,4400,150.0,0.03412202843265483,3200.0,E08000005
Rochdale,2021,4500,4300,250.0,0.05731824008175276,3200.0,E08000005
Rochdale,2022,4800,4600,225.0,0.04890120213290166,3400.0,E08000005
Rochdale,2023,5400,4700,100.0,0.02158564025936442,3900.0,E08000005
Salford,2016,4700,4300,,,,E08000006
Salford,2017,4700,4400,,,,E08000006
Salford,2018,4700,4300,,,,E08000006
Salford,2019,4800,4500,,,,E08000006
Salford,2020,5100,4800,,,,E08000006
Salford,2021,5400,5100,,,,E08000006
Salford,2022,5400,4900,,,,E08000006
Salford,2023,5800,5200,500.0,0.09012202048797263,4500.0,E08000006
Stockport,2016,5600,5100,325.0,0.06046826470814357,3800.0,E08000007
Stockport,2017,5900,5400,425.0,0.07244941838719138,4000.0,E08000007
Stockport,2018,6100,5700,550.0,0.09045734936407909,4300.0,E08000007
Stockport,2019,6200,5800,475.0,0.07716157359510355,4300.0,E08000007
Stockport,2020,6300,5700,500.0,0.0792689190617104,4400.0,E08000007
Stockport,2021,6200,5500,600.0,0.0966893096966156,4200.0,E08000007
Stockport,2022,6900,6400,750.0,0.10402671924868741,4900.0,E08000007
Stockport,2023,7600,6900,600.0,0.07908890294580535,5400.0,E08000007
Tameside,2016,3100,2900,150.0,0.05034871020300827,2100.0,E08000008
Tameside,2017,3500,3400,175.0,0.04677296383575491,2400.0,E08000008
Tameside,2018,3600,3500,200.0,0.05350539858596625,2500.0,E08000008
Tameside,2019,3600,3500,175.0,0.04616277373547253,2500.0,E08000008
Tameside,2020,3700,3500,150.0,0.03882729081306693,2600.0,E08000008
Tameside,2021,3700,3500,275.0,0.07238034388400075,2600.0,E08000008
Tameside,2022,3700,3500,275.0,0.07229572940623762,2700.0,E08000008
Tameside,2023,4100,3600,200.0,0.05440672063997704,3000.0,E08000008
Trafford,2016,4600,4200,350.0,0.07807495132462336,3100.0,E08000009
Trafford,2017,4600,4200,400.0,0.08459998558612486,3100.0,E08000009
Trafford,2018,4800,4300,300.0,0.06361263014814067,3100.0,E08000009
Trafford,2019,4800,4500,475.0,0.09627165189055184,3200.0,E08000009
Trafford,2020,4800,4500,,,3300.0,E08000009
Trafford,2021,4700,4300,550.0,0.10996362945163404,3300.0,E08000009
Trafford,2022,4800,4400,450.0,0.09066291168886018,3400.0,E08000009
Trafford,2023,4700,4300,350.0,0.07520519116475846,3400.0,E08000009
Wigan,2016,5600,5100,200.0,0.03747907279234974,3900.0,E08000010
Wigan,2017,5400,5200,400.0,0.07152645532817922,3800.0,E08000010
Wigan,2018,6200,5900,,,4300.0,E08000010
Wigan,2019,5900,5400,275.0,0.04812967570240045,4100.0,E08000010
Wigan,2020,6100,5600,200.0,0.03484086268025873,4300.0,E08000010
Wigan,2021,6200,5700,400.0,0.06620155820692729,4300.0,E08000010
Wigan,2022,5900,5300,300.0,0.05383632217072189,4400.0,E08000010
Wigan,2023,6800,6100,275.0,0.04515413844571073,5000.0,E08000010
Knowsley,2016,4500,3800,200.0,0.04916798140710912,3200.0,E08000011
Knowsley,2017,3100,2900,125.0,0.04230624968257905,,E08000011
Knowsley,2018,3200,3000,200.0,0.06280872949297873,2300.0,E08000011
Knowsley,2019,3500,3200,,,2700.0,E08000011
Knowsley,2020,3800,3600,175.0,0.04487188028155636,2900.0,E08000011
Knowsley,2021,3400,3300,250.0,0.07052479619817713,2600.0,E08000011
Knowsley,2022,3400,3200,250.0,0.07042650826280605,2700.0,E08000011
Knowsley,2023,3400,3300,200.0,0.06023591206311642,2600.0,E08000011
Liverpool,2016,13500,12500,1300.0,0.09487351512392213,10500.0,E08000012
Liverpool,2017,14500,13000,1400.0,0.09496033149905456,11000.0,E08000012
Liverpool,2018,14000,13000,1100.0,0.0748023962951814,11000.0,E08000012
Liverpool,2019,13500,12500,1200.0,0.08959262887691366,10500.0,E08000012
Liverpool,2020,13500,12500,950.0,0.06940111740257758,10500.0,E08000012
Liverpool,2021,13500,12500,1600.0,0.11134038053945212,10500.0,E08000012
Liverpool,2022,13000,12500,,,10000.0,E08000012
Liverpool,2023,13500,12500,900.0,0.06764711351039132,10500.0,E08000012
St Helens,2016,3600,3400,,,2700.0,E08000013
St Helens,2017,3800,3600,225.0,0.06061476055693882,2700.0,E08000013
St Helens,2018,3800,3600,225.0,0.05541290175554454,2600.0,E08000013
St Helens,2019,4000,3900,,,2900.0,E08000013
St Helens,2020,4100,3900,175.0,0.04100223317521565,3000.0,E08000013
St Helens,2021,4000,3800,400.0,0.09385491245586465,3000.0,E08000013
St Helens,2022,4200,4000,350.0,0.08098704349163192,3100.0,E08000013
St Helens,2023,4600,4300,450.0,0.09272543735263411,3500.0,E08000013
Sefton,2016,8700,7800,650.0,0.07976305154879884,6000.0,E08000014
Sefton,2017,9800,9100,1100.0,0.10532287747888941,7100.0,E08000014
Sefton,2018,9200,8500,900.0,0.09618678041009131,6600.0,E08000014
Sefton,2019,9400,8500,700.0,0.07772895688297449,6800.0,E08000014
Sefton,2020,9600,8600,700.0,0.07624323253630404,7300.0,E08000014
Sefton,2021,9200,8300,950.0,0.10470069316390446,6900.0,E08000014
Sefton,2022,8800,8200,800.0,0.09047129435627206,6700.0,E08000014
Sefton,2023,9600,8900,1100.0,0.11194260688692685,7200.0,E08000014
Wirral,2016,8100,7300,275.0,0.03564063108944611,5800.0,E08000015
Wirral,2017,8000,7400,350.0,0.04597759075802962,5800.0,E08000015
Wirral,2018,8100,7600,500.0,0.06294134499781225,5900.0,E08000015
Wirral,2019,8400,7800,475.0,0.05687242181200344,6100.0,E08000015
Wirral,2020,8300,7600,350.0,0.04345320038295764,5900.0,E08000015
Wirral,2021,8200,7500,650.0,0.0808938165675241,5900.0,E08000015
Wirral,2022,8200,7600,600.0,0.07224743203772643,6000.0,E08000015
Wirral,2023,8500,7600,475.0,0.05879046000723565,6300.0,E08000015
Barnsley,2016,4800,4600,200.0,0.04101564386337327,3600.0,E08000016
Barnsley,2017,4900,4600,225.0,0.04520999216093892,3600.0,E08000016
Barnsley,2018,4700,4500,350.0,0.07095059821459937,3500.0,E08000016
Barnsley,2019,4900,4600,275.0,0.05440649427453011,3700.0,E08000016
Barnsley,2020,5200,4900,275.0,0.0542441822700505,4000.0,E08000016
Barnsley,2021,5200,4900,500.0,0.09222473726718872,4100.0,E08000016
Barnsley,2022,5100,4900,375.0,0.07117152281351831,4100.0,E08000016
Barnsley,2023,5300,5000,350.0,0.0667757927221656,4200.0,E08000016
Doncaster,2016,6000,5600,550.0,0.0860064498012229,4700.0,E08000017
Doncaster,2017,6600,6300,375.0,0.05816187481520753,5000.0,E08000017
Doncaster,2018,6500,6200,300.0,0.04731873349500002,4800.0,E08000017
Doncaster,2019,6900,6600,375.0,0.05435146170276072,5300.0,E08000017
Doncaster,2020,7200,6800,600.0,0.07947999871103567,5700.0,E08000017
Doncaster,2021,6800,6400,700.0,0.09541392129518735,5500.0,E08000017
Doncaster,2022,6900,6500,550.0,0.0764631754853079,5600.0,E08000017
Doncaster,2023,6900,6400,600.0,0.08854856298347326,5400.0,E08000017
Rotherham,2016,6200,5900,275.0,0.04247482210000322,4400.0,E08000018
Rotherham,2017,6300,6000,250.0,0.04000117690289334,4500.0,E08000018
Rotherham,2018,5800,5600,350.0,0.05780883185927141,4100.0,E08000018
Rotherham,2019,6000,5800,250.0,0.03987187320657956,4200.0,E08000018
Rotherham,2020,6100,5800,225.0,0.03740560703698557,4300.0,E08000018
Rotherham,2021,5900,5600,475.0,0.07698465273481633,4300.0,E08000018
Rotherham,2022,5800,5500,375.0,0.06282554196242786,4300.0,E08000018
Rotherham,2023,6900,6600,250.0,0.03606026221823114,5300.0,E08000018
Sheffield,2016,12500,11500,750.0,0.06176569596283427,8800.0,E08000019
Sheffield,2017,13000,12000,650.0,0.05223699783358701,9200.0,E08000019
Sheffield,2018,12500,11500,600.0,0.05052934147129232,8800.0,E08000019
Sheffield,2019,13000,11500,800.0,0.0662832410095799,8900.0,E08000019
Sheffield,2020,12500,11000,1000.0,0.08098973209397994,8700.0,E08000019
Sheffield,2021,11500,10000,1100.0,0.10038688327696048,8300.0,E08000019
Sheffield,2022,12000,11000,1300.0,0.10807291096261284,8800.0,E08000019
Sheffield,2023,13000,11500,700.0,0.05770638730283336,9800.0,E08000019
Gateshead,2016,4200,4000,150.0,0.03785334251917324,3200.0,E08000020
Gateshead,2017,4100,3800,225.0,0.05368420990963636,3200.0,E08000020
Gateshead,2018,4500,4200,250.0,0.05704553943982559,3500.0,E08000020
Gateshead,2019,4600,4300,325.0,0.07023045979587762,3500.0,E08000020
Gateshead,2020,4700,4500,,,3500.0,E08000020
Gateshead,2021,4600,4400,425.0,0.08949057326902612,3500.0,E08000020
Gateshead,2022,5100,4600,400.0,0.07775666797245102,3800.0,E08000020
Gateshead,2023,5200,4800,275.0,0.05567629047954303,4000.0,E08000020
Newcastle upon Tyne,2016,8300,7700,475.0,0.05690060182587088,6200.0,E08000021
Newcastle upon Tyne,2017,8200,7400,425.0,0.05511778885313445,6100.0,E08000021
Newcastle upon Tyne,2018,7900,7300,425.0,0.05492117989993777,5900.0,E08000021
Newcastle upon Tyne,2019,7600,6800,450.0,0.06126468187627542,5900.0,E08000021
Newcastle upon Tyne,2020,7800,7400,600.0,0.07551811786469285,5900.0,E08000021
Newcastle upon Tyne,2021,7500,7100,750.0,0.09463241927809207,5700.0,E08000021
Newcastle upon Tyne,2022,7400,7000,750.0,0.09888894126127333,5700.0,E08000021
Newcastle upon Tyne,2023,8200,7500,500.0,0.06381736547592014,6300.0,E08000021
North Tyneside,2016,4900,4600,150.0,0.02962651206487653,3500.0,E08000022
North Tyneside,2017,5300,4700,325.0,0.06437957608319472,,E08000022
North Tyneside,2018,5200,4900,325.0,0.06241323501200701,3700.0,E08000022
North Tyneside,2019,5400,5200,250.0,0.04467313339994979,4000.0,E08000022
North Tyneside,2020,5500,5300,350.0,0.06042410311713151,4100.0,E08000022
North Tyneside,2021,5100,4900,600.0,0.11102314702926093,3700.0,E08000022
North Tyneside,2022,5300,5000,450.0,0.08031362468847746,4100.0,E08000022
North Tyneside,2023,5600,5200,400.0,0.07047663577140512,4300.0,E08000022
South Tyneside,2016,3100,3000,,,,E08000023
South Tyneside,2017,3100,2800,,,,E08000023
South Tyneside,2018,3200,3000,,,,E08000023
South Tyneside,2019,3000,2800,,,,E08000023
South Tyneside,2020,3000,2900,,,,E08000023
South Tyneside,2021,2400,2300,,,,E08000023
South Tyneside,2022,2400,2200,,,,E08000023
South Tyneside,2023,2400,2200,125.0,0.05426604875668474,1900.0,E08000023
Sunderland,2016,5900,5300,275.0,0.04825127478773045,4200.0,E08000024
Sunderland,2017,6100,5800,225.0,0.03709034261928251,4400.0,E08000024
Sunderland,2018,6000,5600,250.0,0.04405410203604643,4400.0,E08000024
Sunderland,2019,6500,6000,350.0,0.05317714989966978,4700.0,E08000024
Sunderland,2020,6700,6300,400.0,0.0588573872818221,4900.0,E08000024
Sunderland,2021,6700,6400,550.0,0.07882819238757219,5000.0,E08000024
Sunderland,2022,7200,6700,500.0,0.06920942907525726,5400.0,E08000024
Sunderland,2023,6900,6400,450.0,0.06744743442696524,5300.0,E08000024
Birmingham,2016,23500,22000,1400.0,0.06101786710993795,16500.0,E08000025
Birmingham,2017,26000,23500,1600.0,0.06269734328520986,18000.0,E08000025
Birmingham,2018,26000,23500,1600.0,0.0643365188502475,18000.0,E08000025
Birmingham,2019,26000,23500,1200.0,0.04932285622343129,18000.0,E08000025
Birmingham,2020,27000,23500,1200.0,0.04792064789370238,18000.0,E08000025
Birmingham,2021,26000,22500,3300.0,0.126681442542447,18000.0,E08000025
Birmingham,2022,27000,23000,2400.0,0.09433155908740341,19000.0,E08000025
Birmingham,2023,28000,25000,1800.0,0.06536969968204663,20500.0,E08000025
Coventry,2016,6800,6300,550.0,0.07863699028676534,4900.0,E08000026
Coventry,2017,7300,6900,800.0,0.10358553978734274,5200.0,E08000026
Coventry,2018,7700,7300,650.0,0.08361014845374544,5200.0,E08000026
Coventry,2019,8000,7500,500.0,0.06290837865440496,5400.0,E08000026
Coventry,2020,7700,7300,650.0,0.08361844844812233,5300.0,E08000026
Coventry,2021,7100,6700,800.0,0.10646348579422106,5000.0,E08000026
Coventry,2022,7300,6800,900.0,0.11682529172208163,5200.0,E08000026
Coventry,2023,8100,7200,800.0,0.09916506634109415,5900.0,E08000026
Dudley,2016,5500,5200,225.0,0.04189990950207092,4100.0,E08000027
Dudley,2017,6000,5700,325.0,0.05456753960764417,4400.0,E08000027
Dudley,2018,6000,5600,400.0,0.0656863341416496,4300.0,E08000027
Dudley,2019,6100,5600,,,4300.0,E08000027
Dudley,2020,6400,5900,300.0,0.0495064760629831,4600.0,E08000027
Dudley,2021,6000,5500,350.0,0.05878230549481193,4400.0,E08000027
Dudley,2022,5900,5400,,,4300.0,E08000027
Dudley,2023,5800,5200,250.0,0.04778005855209967,4400.0,E08000027
Sandwell,2016,8900,8300,425.0,0.05013658759252884,6700.0,E08000028
Sandwell,2017,8800,8300,425.0,0.04744214519086221,6900.0,E08000028
Sandwell,2018,9100,8500,400.0,0.04567947758275887,7100.0,E08000028
Sandwell,2019,9000,8100,425.0,0.04980010453703365,6800.0,E08000028
Sandwell,2020,7900,7100,450.0,0.05901081633551854,5900.0,E08000028
Sandwell,2021,8000,7200,475.0,0.06084541707940271,6000.0,E08000028
Sandwell,2022,8400,7700,600.0,0.07452201405587836,6300.0,E08000028
Sandwell,2023,8400,7600,700.0,0.085838795314672,6400.0,E08000028
Solihull,2016,4500,4000,400.0,0.08976388693789687,3200.0,E08000029
Solihull,2017,4800,4400,300.0,0.06357955836532272,3500.0,E08000029
Solihull,2018,4700,4300,,,3300.0,E08000029
Solihull,2019,4800,4400,375.0,0.0796325888473764,3600.0,E08000029
Solihull,2020,5200,4700,325.0,0.06677910265110341,3800.0,E08000029
Solihull,2021,5000,4400,600.0,0.11952777211317157,3600.0,E08000029
Solihull,2022,5300,4600,,,3900.0,E08000029
Solihull,2023,5500,4700,550.0,0.10433482741209182,4100.0,E08000029
Walsall,2016,5400,5000,375.0,0.07102473707435145,3600.0,E08000030
Walsall,2017,5500,5200,500.0,0.09081042640767172,3900.0,E08000030
Walsall,2018,5500,5400,400.0,0.07007094897924866,3800.0,E08000030
Walsall,2019,5400,5100,375.0,0.06997204359848748,3700.0,E08000030
Walsall,2020,5600,5000,375.0,0.07004886946696444,3700.0,E08000030
Walsall,2021,5200,4600,550.0,0.10967533819297509,3600.0,E08000030
Walsall,2022,5700,4600,,,3900.0,E08000030
Walsall,2023,6000,5400,650.0,0.10592108805659226,4500.0,E08000030
Wolverhampton,2016,6300,6100,450.0,0.06806216332387487,4400.0,E08000031
Wolverhampton,2017,6400,6000,450.0,0.0680101887397831,4400.0,E08000031
Wolverhampton,2018,7200,6800,650.0,0.08652373443159563,4800.0,E08000031
Wolverhampton,2019,7100,6700,650.0,0.08946807776311075,4800.0,E08000031
Wolverhampton,2020,6900,6500,500.0,0.07039683265660518,4800.0,E08000031
Wolverhampton,2021,6600,6300,750.0,0.10834557871382855,4500.0,E08000031
Wolverhampton,2022,7400,6900,950.0,0.1207273235466209,5300.0,E08000031
Wolverhampton,2023,8600,8000,950.0,0.10517126969270894,6400.0,E08000031
Bradford,2016,11000,10500,,,8000.0,E08000032
Bradford,2017,10500,9700,1000.0,0.09250866170147806,7800.0,E08000032
Bradford,2018,11000,10500,800.0,0.06947057188811898,8100.0,E08000032
Bradford,2019,11000,10500,750.0,0.06868471519969092,7800.0,E08000032
Bradford,2020,11500,10500,650.0,0.05776917089195451,8100.0,E08000032
Bradford,2021,11500,10500,1100.0,0.09345114734667048,8300.0,E08000032
Bradford,2022,11000,10000,850.0,0.07759429022139021,8200.0,E08000032
Bradford,2023,12000,10500,900.0,0.07652418536298126,8900.0,E08000032
Calderdale,2016,4100,3700,200.0,0.04895044534810521,3000.0,E08000033
Calderdale,2017,4300,4000,,,3100.0,E08000033
Calderdale,2018,4100,3900,300.0,0.070384987609735,3000.0,E08000033
Calderdale,2019,4200,4000,175.0,0.04214173196626941,3100.0,E08000033
Calderdale,2020,4300,4100,175.0,0.04383079241937542,3200.0,E08000033
Calderdale,2021,4200,3900,350.0,0.08374851648453763,3100.0,E08000033
Calderdale,2022,4000,3700,200.0,0.05005138831452283,3000.0,E08000033
Calderdale,2023,4200,3900,250.0,0.06364499886678791,3100.0,E08000033
Kirklees,2016,8400,7900,425.0,0.05125449016218266,6100.0,E08000034
Kirklees,2017,8500,8000,375.0,0.04576792175292737,6200.0,E08000034
Kirklees,2018,8400,7800,400.0,0.04935766947684757,6100.0,E08000034
Kirklees,2019,8700,8000,375.0,0.04332878600823892,6100.0,E08000034
Kirklees,2020,9200,8700,200.0,0.02289225056804961,6400.0,E08000034
Kirklees,2021,9200,8300,600.0,0.06759305917390816,6400.0,E08000034
Kirklees,2022,8500,7600,475.0,0.05745119213984146,6200.0,E08000034
Kirklees,2023,8900,8000,325.0,0.03905342921763076,6600.0,E08000034
Leeds,2016,16500,15500,600.0,0.03895375897620126,12000.0,E08000035
Leeds,2017,16500,15500,800.0,0.04954286559269183,12000.0,E08000035
Leeds,2018,17000,16000,1100.0,0.06639918600012433,12500.0,E08000035
Leeds,2019,18000,16500,1200.0,0.06779322254182937,13000.0,E08000035
Leeds,2020,18500,17500,1200.0,0.06718598784068698,13500.0,E08000035
Leeds,2021,17500,16500,1800.0,0.09650060234743166,13000.0,E08000035
Leeds,2022,18500,17000,1700.0,0.08861888446390985,13500.0,E08000035
Leeds,2023,19000,18000,1500.0,0.07566635579691841,14500.0,E08000035
Wakefield,2016,6700,6200,400.0,0.06174626583655886,,E08000036
Wakefield,2017,6400,6000,475.0,0.07132865929381468,,E08000036
Wakefield,2018,6800,6500,425.0,0.06238452356146198,,E08000036
Wakefield,2019,7000,6500,475.0,0.0674026026079619,,E08000036
Wakefield,2020,7200,6700,475.0,0.06465347606715945,,E08000036
Wakefield,2021,7100,6700,700.0,0.09788228963104945,,E08000036
Wakefield,2022,7300,6800,500.0,0.0669425856991453,,E08000036
Wakefield,2023,7900,7300,550.0,0.06746091590871388,5900.0,E08000036
City of London,2016,1300,1200,25.0,0.01497726942037678,,E09000001
City of London,2017,1400,1300,,,,E09000001
City of London,2018,1600,1600,25.0,0.01725419578712065,,E09000001
City of London,2019,2200,1500,100.0,0.06037030882195162,,E09000001
City of London,2020,2900,1900,,,,E09000001
City of London,2021,3500,2800,225.0,0.07846796973870883,,E09000001
City of London,2022,3600,2600,150.0,0.05524282952653267,,E09000001
City of London,2023,3200,3100,175.0,0.05067830927230228,2300.0,E09000001
Barking & Dagenham,2016,4500,3600,,,,E09000002
Barking & Dagenham,2017,4800,4100,,,,E09000002
